func_type,substrate,focal_strain,solution,species,metabolite,flux
facilitation,acgam,E3R18,25,A3R12,h2co3,1
facilitation,acgam,E3R18,25,A3R12,h2o2,-1
facilitation,acgam,E3R18,25,E3R18,h2o2,1
facilitation,acgam,E3R18,25,A3R12,h2s,-1
facilitation,acgam,E3R18,25,E3R18,h2s,-1
facilitation,acgam,E3R18,25,G3M19,h2s,1
facilitation,acgam,E3R18,25,A3R12,pro__L,1
facilitation,acgam,E3R18,25,E3R18,pro__L,-1
facilitation,acgam,E3R18,25,A3R12,pyr,-1
facilitation,acgam,E3R18,25,E3R18,pyr,1
facilitation,acgam,E3R18,25,G3M19,pyr,1
facilitation,acgam,E3R18,25,E3R18,rib__D,-1
facilitation,acgam,E3R18,25,G3M19,rib__D,1
facilitation,acgam,E3R18,26,E3R18,ac,-1
facilitation,acgam,E3R18,26,F3M07_,ac,1
facilitation,acgam,E3R18,26,G3M19,ac,-1
facilitation,acgam,E3R18,26,E3R18,acald,-1
facilitation,acgam,E3R18,26,F3M07_,acald,1
facilitation,acgam,E3R18,26,G3M19,acald,1
facilitation,acgam,E3R18,26,F3M07_,acgam,-1
facilitation,acgam,E3R18,26,G3M19,acgam,-1
facilitation,acgam,E3R18,26,F3M07_,ade,1
facilitation,acgam,E3R18,26,G3M19,ade,-1
facilitation,acgam,E3R18,26,E3R18,ala__D,-1
facilitation,acgam,E3R18,26,F3M07_,ala__D,1
facilitation,acgam,E3R18,26,E3R18,ala__L,1
facilitation,acgam,E3R18,26,F3M07_,ala__L,-1
facilitation,acgam,E3R18,26,G3M19,ala__L,-1
facilitation,acgam,E3R18,26,F3M07_,arg__L,-1
facilitation,acgam,E3R18,26,G3M19,arg__L,1
facilitation,acgam,E3R18,26,E3R18,asp__L,1
facilitation,acgam,E3R18,26,F3M07_,asp__L,-1
facilitation,acgam,E3R18,26,G3M19,asp__L,-1
facilitation,acgam,E3R18,26,E3R18,co2,-1
facilitation,acgam,E3R18,26,F3M07_,co2,1
facilitation,acgam,E3R18,26,G3M19,co2,1
facilitation,acgam,E3R18,26,E3R18,etoh,1
facilitation,acgam,E3R18,26,F3M07_,etoh,-1
facilitation,acgam,E3R18,26,G3M19,etoh,1
facilitation,acgam,E3R18,26,E3R18,glu__L,-1
facilitation,acgam,E3R18,26,F3M07_,glu__L,1
facilitation,acgam,E3R18,26,G3M19,glu__L,-1
facilitation,acgam,E3R18,26,E3R18,gly,1
facilitation,acgam,E3R18,26,F3M07_,gly,-1
facilitation,acgam,E3R18,26,E3R18,h2s,1
facilitation,acgam,E3R18,26,G3M19,h2s,-1
facilitation,acgam,E3R18,26,F3M07_,lys__L,-1
facilitation,acgam,E3R18,26,G3M19,lys__L,1
facilitation,acgam,E3R18,26,E3R18,pro__L,-1
facilitation,acgam,E3R18,26,F3M07_,pro__L,1
facilitation,acgam,E3R18,26,E3R18,pyr,1
facilitation,acgam,E3R18,26,F3M07_,pyr,-1
facilitation,acgam,E3R18,26,G3M19,pyr,1
facilitation,acgam,E3R18,26,E3R18,ser__D,-1
facilitation,acgam,E3R18,26,F3M07_,ser__D,1
facilitation,acgam,E3R18,27,D2M19,ac,1
facilitation,acgam,E3R18,27,E3R18,ac,-1
facilitation,acgam,E3R18,27,G3M19,ac,1
facilitation,acgam,E3R18,27,D2M19,acald,-1
facilitation,acgam,E3R18,27,E3R18,acald,1
facilitation,acgam,E3R18,27,G3M19,acald,-1
facilitation,acgam,E3R18,27,D2M19,acgam,-1
facilitation,acgam,E3R18,27,G3M19,acgam,-1
facilitation,acgam,E3R18,27,D2M19,ade,-1
facilitation,acgam,E3R18,27,G3M19,ade,1
facilitation,acgam,E3R18,27,E3R18,ala__L,1
facilitation,acgam,E3R18,27,G3M19,ala__L,-1
facilitation,acgam,E3R18,27,D2M19,arg__L,1
facilitation,acgam,E3R18,27,E3R18,arg__L,-1
facilitation,acgam,E3R18,27,G3M19,arg__L,-1
facilitation,acgam,E3R18,27,D2M19,asp__L,1
facilitation,acgam,E3R18,27,E3R18,asp__L,-1
facilitation,acgam,E3R18,27,D2M19,co2,1
facilitation,acgam,E3R18,27,E3R18,co2,1
facilitation,acgam,E3R18,27,G3M19,co2,-1
facilitation,acgam,E3R18,27,D2M19,etoh,1
facilitation,acgam,E3R18,27,E3R18,etoh,-1
facilitation,acgam,E3R18,27,G3M19,etoh,1
facilitation,acgam,E3R18,27,D2M19,glu__L,1
facilitation,acgam,E3R18,27,E3R18,glu__L,-1
facilitation,acgam,E3R18,27,D2M19,gthox,1
facilitation,acgam,E3R18,27,E3R18,gthox,-1
facilitation,acgam,E3R18,27,D2M19,gthrd,-1
facilitation,acgam,E3R18,27,E3R18,gthrd,1
facilitation,acgam,E3R18,27,D2M19,h2o2,-1
facilitation,acgam,E3R18,27,E3R18,h2o2,1
facilitation,acgam,E3R18,27,D2M19,h2s,1
facilitation,acgam,E3R18,27,E3R18,h2s,-1
facilitation,acgam,E3R18,27,G3M19,h2s,-1
facilitation,acgam,E3R18,27,D2M19,ile__L,1
facilitation,acgam,E3R18,27,E3R18,ile__L,-1
facilitation,acgam,E3R18,27,G3M19,ile__L,-1
facilitation,acgam,E3R18,27,D2M19,lys__L,1
facilitation,acgam,E3R18,27,G3M19,lys__L,-1
facilitation,acgam,E3R18,27,D2M19,pro__L,1
facilitation,acgam,E3R18,27,E3R18,pro__L,-1
facilitation,acgam,E3R18,27,G3M19,pro__L,-1
facilitation,acgam,E3R18,27,D2M19,pyr,1
facilitation,acgam,E3R18,27,E3R18,pyr,-1
facilitation,acgam,E3R18,27,G3M19,pyr,1
facilitation,acgam,E3R18,27,D2M19,rib__D,-1
facilitation,acgam,E3R18,27,G3M19,rib__D,1
facilitation,acgam,E3R18,27,D2M19,thr__L,1
facilitation,acgam,E3R18,27,G3M19,thr__L,-1
facilitation,acgam,E3R18,27,D2M19,val__L,1
facilitation,acgam,E3R18,27,E3R18,val__L,-1
facilitation,acgam,E3R18,27,G3M19,val__L,-1
facilitation,acgam,E3R18,28,E3R18,ac,-1
facilitation,acgam,E3R18,28,G3M19,ac,1
facilitation,acgam,E3R18,28,m_4B03,ac,1
facilitation,acgam,E3R18,28,E3R18,acald,1
facilitation,acgam,E3R18,28,m_4B03,acald,-1
facilitation,acgam,E3R18,28,G3M19,acgam,-1
facilitation,acgam,E3R18,28,m_4B03,acgam,-1
facilitation,acgam,E3R18,28,G3M19,ade,-1
facilitation,acgam,E3R18,28,m_4B03,ade,1
facilitation,acgam,E3R18,28,E3R18,ala__D,1
facilitation,acgam,E3R18,28,m_4B03,ala__D,-1
facilitation,acgam,E3R18,28,E3R18,ala__L,-1
facilitation,acgam,E3R18,28,G3M19,ala__L,-1
facilitation,acgam,E3R18,28,m_4B03,ala__L,1
facilitation,acgam,E3R18,28,E3R18,asp__L,-1
facilitation,acgam,E3R18,28,m_4B03,asp__L,1
facilitation,acgam,E3R18,28,E3R18,co2,-1
facilitation,acgam,E3R18,28,G3M19,co2,1
facilitation,acgam,E3R18,28,m_4B03,co2,1
facilitation,acgam,E3R18,28,E3R18,etoh,-1
facilitation,acgam,E3R18,28,G3M19,etoh,-1
facilitation,acgam,E3R18,28,m_4B03,etoh,1
facilitation,acgam,E3R18,28,E3R18,glu__L,1
facilitation,acgam,E3R18,28,G3M19,glu__L,-1
facilitation,acgam,E3R18,28,m_4B03,glu__L,-1
facilitation,acgam,E3R18,28,E3R18,gly,1
facilitation,acgam,E3R18,28,m_4B03,gly,-1
facilitation,acgam,E3R18,28,E3R18,gthox,-1
facilitation,acgam,E3R18,28,m_4B03,gthox,1
facilitation,acgam,E3R18,28,E3R18,gthrd,1
facilitation,acgam,E3R18,28,m_4B03,gthrd,-1
facilitation,acgam,E3R18,28,E3R18,h2o2,1
facilitation,acgam,E3R18,28,m_4B03,h2o2,-1
facilitation,acgam,E3R18,28,E3R18,h2s,-1
facilitation,acgam,E3R18,28,G3M19,h2s,1
facilitation,acgam,E3R18,28,m_4B03,h2s,-1
facilitation,acgam,E3R18,28,E3R18,his__L,1
facilitation,acgam,E3R18,28,G3M19,his__L,-1
facilitation,acgam,E3R18,28,G3M19,lys__L,-1
facilitation,acgam,E3R18,28,m_4B03,lys__L,1
facilitation,acgam,E3R18,28,E3R18,pro__L,-1
facilitation,acgam,E3R18,28,m_4B03,pro__L,1
facilitation,acgam,E3R18,28,E3R18,pyr,-1
facilitation,acgam,E3R18,28,G3M19,pyr,1
facilitation,acgam,E3R18,28,m_4B03,pyr,1
facilitation,acgam,E3R18,28,E3R18,ser__D,-1
facilitation,acgam,E3R18,28,m_4B03,ser__D,1
facilitation,acgam,E3R18,28,G3M19,ser__L,-1
facilitation,acgam,E3R18,28,m_4B03,ser__L,1
facilitation,acgam,E3R18,28,G3M19,val__L,-1
facilitation,acgam,E3R18,28,m_4B03,val__L,1
facilitation,acgam,E3R18,28,E3R18,xan,1
facilitation,acgam,E3R18,28,G3M19,xan,-1
facilitation,acgam,E3R18,29,E3M17,ac,-1
facilitation,acgam,E3R18,29,E3R18,ac,1
facilitation,acgam,E3R18,29,G3M19,ac,-1
facilitation,acgam,E3R18,29,E3M17,acald,-1
facilitation,acgam,E3R18,29,E3R18,acald,1
facilitation,acgam,E3R18,29,G3M19,acald,1
facilitation,acgam,E3R18,29,E3M17,acgam,-1
facilitation,acgam,E3R18,29,G3M19,acgam,-1
facilitation,acgam,E3R18,29,E3M17,ala__L,-1
facilitation,acgam,E3R18,29,E3R18,ala__L,1
facilitation,acgam,E3R18,29,G3M19,ala__L,-1
facilitation,acgam,E3R18,29,E3R18,arg__L,-1
facilitation,acgam,E3R18,29,G3M19,arg__L,1
facilitation,acgam,E3R18,29,E3M17,asp__L,1
facilitation,acgam,E3R18,29,E3R18,asp__L,-1
facilitation,acgam,E3R18,29,E3M17,co2,1
facilitation,acgam,E3R18,29,E3R18,co2,1
facilitation,acgam,E3R18,29,G3M19,co2,1
facilitation,acgam,E3R18,29,E3M17,etoh,1
facilitation,acgam,E3R18,29,E3R18,etoh,-1
facilitation,acgam,E3R18,29,G3M19,etoh,-1
facilitation,acgam,E3R18,29,E3M17,glcur,-1
facilitation,acgam,E3R18,29,G3M19,glcur,1
facilitation,acgam,E3R18,29,E3M17,glu__L,-1
facilitation,acgam,E3R18,29,E3R18,glu__L,1
facilitation,acgam,E3R18,29,E3M17,h2s,1
facilitation,acgam,E3R18,29,E3R18,h2s,-1
facilitation,acgam,E3R18,29,G3M19,h2s,-1
facilitation,acgam,E3R18,29,E3M17,pro__L,1
facilitation,acgam,E3R18,29,E3R18,pro__L,-1
facilitation,acgam,E3R18,29,G3M19,pro__L,-1
facilitation,acgam,E3R18,29,E3M17,pyr,1
facilitation,acgam,E3R18,29,E3R18,pyr,-1
facilitation,acgam,E3R18,29,G3M19,pyr,1
facilitation,acgam,E3R18,3,E3R18,ac,-1
facilitation,acgam,E3R18,3,I3M07,ac,1
facilitation,acgam,E3R18,3,E3R18,acald,1
facilitation,acgam,E3R18,3,I3M07,acald,-1
facilitation,acgam,E3R18,3,I3M07,acgam,-1
facilitation,acgam,E3R18,3,E3R18,ala__D,1
facilitation,acgam,E3R18,3,I3M07,ala__D,-1
facilitation,acgam,E3R18,3,E3R18,ala__L,-1
facilitation,acgam,E3R18,3,I3M07,ala__L,1
facilitation,acgam,E3R18,3,E3R18,arg__L,-1
facilitation,acgam,E3R18,3,I3M07,arg__L,1
facilitation,acgam,E3R18,3,E3R18,asp__L,-1
facilitation,acgam,E3R18,3,I3M07,asp__L,1
facilitation,acgam,E3R18,3,E3R18,co2,1
facilitation,acgam,E3R18,3,I3M07,co2,1
facilitation,acgam,E3R18,3,E3R18,etoh,-1
facilitation,acgam,E3R18,3,I3M07,etoh,1
facilitation,acgam,E3R18,3,E3R18,glu__L,1
facilitation,acgam,E3R18,3,I3M07,glu__L,-1
facilitation,acgam,E3R18,3,E3R18,gly,1
facilitation,acgam,E3R18,3,I3M07,gly,-1
facilitation,acgam,E3R18,3,E3R18,glyclt,-1
facilitation,acgam,E3R18,3,I3M07,glyclt,1
facilitation,acgam,E3R18,3,E3R18,h2s,-1
facilitation,acgam,E3R18,3,I3M07,h2s,1
facilitation,acgam,E3R18,3,E3R18,ile__L,-1
facilitation,acgam,E3R18,3,I3M07,ile__L,1
facilitation,acgam,E3R18,3,E3R18,leu__L,-1
facilitation,acgam,E3R18,3,I3M07,leu__L,1
facilitation,acgam,E3R18,3,E3R18,pro__L,-1
facilitation,acgam,E3R18,3,I3M07,pro__L,1
facilitation,acgam,E3R18,3,E3R18,pyr,-1
facilitation,acgam,E3R18,3,I3M07,pyr,1
facilitation,acgam,E3R18,3,E3R18,thr__L,-1
facilitation,acgam,E3R18,3,I3M07,thr__L,1
facilitation,acgam,E3R18,30,E3R18,ac,-1
facilitation,acgam,E3R18,30,F3M07,ac,1
facilitation,acgam,E3R18,30,G3M19,ac,-1
facilitation,acgam,E3R18,30,E3R18,acald,1
facilitation,acgam,E3R18,30,F3M07,acald,-1
facilitation,acgam,E3R18,30,G3M19,acald,1
facilitation,acgam,E3R18,30,F3M07,acgam,-1
facilitation,acgam,E3R18,30,G3M19,acgam,-1
facilitation,acgam,E3R18,30,F3M07,ade,-1
facilitation,acgam,E3R18,30,G3M19,ade,1
facilitation,acgam,E3R18,30,E3R18,ala__D,-1
facilitation,acgam,E3R18,30,F3M07,ala__D,1
facilitation,acgam,E3R18,30,E3R18,ala__L,1
facilitation,acgam,E3R18,30,F3M07,ala__L,-1
facilitation,acgam,E3R18,30,G3M19,ala__L,-1
facilitation,acgam,E3R18,30,E3R18,arg__L,-1
facilitation,acgam,E3R18,30,F3M07,arg__L,-1
facilitation,acgam,E3R18,30,G3M19,arg__L,1
facilitation,acgam,E3R18,30,E3R18,asp__L,1
facilitation,acgam,E3R18,30,F3M07,asp__L,-1
facilitation,acgam,E3R18,30,E3R18,co2,-1
facilitation,acgam,E3R18,30,F3M07,co2,1
facilitation,acgam,E3R18,30,G3M19,co2,-1
facilitation,acgam,E3R18,30,E3R18,etoh,-1
facilitation,acgam,E3R18,30,F3M07,etoh,1
facilitation,acgam,E3R18,30,G3M19,etoh,1
facilitation,acgam,E3R18,30,E3R18,glu__L,-1
facilitation,acgam,E3R18,30,F3M07,glu__L,1
facilitation,acgam,E3R18,30,G3M19,glu__L,-1
facilitation,acgam,E3R18,30,E3R18,gly,1
facilitation,acgam,E3R18,30,F3M07,gly,-1
facilitation,acgam,E3R18,30,E3R18,h2s,1
facilitation,acgam,E3R18,30,F3M07,h2s,-1
facilitation,acgam,E3R18,30,G3M19,h2s,-1
facilitation,acgam,E3R18,30,E3R18,his__L,1
facilitation,acgam,E3R18,30,F3M07,his__L,-1
facilitation,acgam,E3R18,30,F3M07,lys__L,-1
facilitation,acgam,E3R18,30,G3M19,lys__L,1
facilitation,acgam,E3R18,30,E3R18,pro__L,-1
facilitation,acgam,E3R18,30,F3M07,pro__L,1
facilitation,acgam,E3R18,30,E3R18,pyr,-1
facilitation,acgam,E3R18,30,F3M07,pyr,1
facilitation,acgam,E3R18,30,G3M19,pyr,1
facilitation,acgam,E3R18,30,E3R18,rib__D,-1
facilitation,acgam,E3R18,30,G3M19,rib__D,1
facilitation,acgam,E3R18,30,E3R18,ser__D,-1
facilitation,acgam,E3R18,30,F3M07,ser__D,1
facilitation,acgam,E3R18,31,E3R09,ac,1
facilitation,acgam,E3R18,31,E3R18,ac,-1
facilitation,acgam,E3R18,31,G3M19,ac,1
facilitation,acgam,E3R18,31,E3R09,acald,-1
facilitation,acgam,E3R18,31,E3R18,acald,1
facilitation,acgam,E3R18,31,G3M19,acald,-1
facilitation,acgam,E3R18,31,G3M19,acgam,-1
facilitation,acgam,E3R18,31,E3R09,ala__D,1
facilitation,acgam,E3R18,31,E3R18,ala__D,-1
facilitation,acgam,E3R18,31,E3R09,ala__L,-1
facilitation,acgam,E3R18,31,E3R18,ala__L,1
facilitation,acgam,E3R18,31,E3R09,arg__L,-1
facilitation,acgam,E3R18,31,G3M19,arg__L,1
facilitation,acgam,E3R18,31,E3R09,asp__L,-1
facilitation,acgam,E3R18,31,E3R18,asp__L,1
facilitation,acgam,E3R18,31,E3R09,co2,1
facilitation,acgam,E3R18,31,E3R18,co2,-1
facilitation,acgam,E3R18,31,G3M19,co2,1
facilitation,acgam,E3R18,31,E3R09,etoh,1
facilitation,acgam,E3R18,31,E3R18,etoh,-1
facilitation,acgam,E3R18,31,G3M19,etoh,1
facilitation,acgam,E3R18,31,E3R09,glcur,-1
facilitation,acgam,E3R18,31,G3M19,glcur,1
facilitation,acgam,E3R18,31,E3R09,glu__L,-1
facilitation,acgam,E3R18,31,E3R18,glu__L,1
facilitation,acgam,E3R18,31,G3M19,glu__L,-1
facilitation,acgam,E3R18,31,E3R09,gly,-1
facilitation,acgam,E3R18,31,E3R18,gly,1
facilitation,acgam,E3R18,31,E3R09,glyclt,1
facilitation,acgam,E3R18,31,E3R18,glyclt,-1
facilitation,acgam,E3R18,31,E3R09,gthox,1
facilitation,acgam,E3R18,31,E3R18,gthox,-1
facilitation,acgam,E3R18,31,E3R09,gthrd,-1
facilitation,acgam,E3R18,31,E3R18,gthrd,1
facilitation,acgam,E3R18,31,E3R09,gua,-1
facilitation,acgam,E3R18,31,G3M19,gua,1
facilitation,acgam,E3R18,31,E3R09,h2o2,-1
facilitation,acgam,E3R18,31,E3R18,h2o2,1
facilitation,acgam,E3R18,31,E3R09,h2s,-1
facilitation,acgam,E3R18,31,E3R18,h2s,-1
facilitation,acgam,E3R18,31,G3M19,h2s,1
facilitation,acgam,E3R18,31,E3R09,his__L,-1
facilitation,acgam,E3R18,31,E3R18,his__L,1
facilitation,acgam,E3R18,31,E3R09,ile__L,1
facilitation,acgam,E3R18,31,E3R18,ile__L,-1
facilitation,acgam,E3R18,31,G3M19,ile__L,-1
facilitation,acgam,E3R18,31,E3R09,lys__L,1
facilitation,acgam,E3R18,31,G3M19,lys__L,-1
facilitation,acgam,E3R18,31,E3R09,pro__L,1
facilitation,acgam,E3R18,31,E3R18,pro__L,-1
facilitation,acgam,E3R18,31,E3R09,pyr,1
facilitation,acgam,E3R18,31,E3R18,pyr,-1
facilitation,acgam,E3R18,31,G3M19,pyr,1
facilitation,acgam,E3R18,31,E3R09,ser__D,1
facilitation,acgam,E3R18,31,E3R18,ser__D,-1
facilitation,acgam,E3R18,31,E3R09,val__L,1
facilitation,acgam,E3R18,31,G3M19,val__L,-1
facilitation,acgam,E3R18,32,E3M18,5dglcn,1
facilitation,acgam,E3R18,32,E3R18,5dglcn,-1
facilitation,acgam,E3R18,32,E3M18,ac,1
facilitation,acgam,E3R18,32,E3R18,ac,1
facilitation,acgam,E3R18,32,G3M19,ac,-1
facilitation,acgam,E3R18,32,E3M18,acald,-1
facilitation,acgam,E3R18,32,G3M19,acald,1
facilitation,acgam,E3R18,32,G3M19,acgam,-1
facilitation,acgam,E3R18,32,E3M18,ala__D,-1
facilitation,acgam,E3R18,32,E3R18,ala__D,1
facilitation,acgam,E3R18,32,E3M18,ala__L,1
facilitation,acgam,E3R18,32,E3R18,ala__L,-1
facilitation,acgam,E3R18,32,E3M18,arg__L,-1
facilitation,acgam,E3R18,32,E3R18,arg__L,-1
facilitation,acgam,E3R18,32,G3M19,arg__L,1
facilitation,acgam,E3R18,32,E3M18,asp__L,-1
facilitation,acgam,E3R18,32,E3R18,asp__L,1
facilitation,acgam,E3R18,32,E3M18,co2,1
facilitation,acgam,E3R18,32,E3R18,co2,-1
facilitation,acgam,E3R18,32,G3M19,co2,1
facilitation,acgam,E3R18,32,E3M18,etoh,1
facilitation,acgam,E3R18,32,E3R18,etoh,-1
facilitation,acgam,E3R18,32,G3M19,etoh,-1
facilitation,acgam,E3R18,32,E3M18,glcn,-1
facilitation,acgam,E3R18,32,E3R18,glcn,1
facilitation,acgam,E3R18,32,E3M18,glu__L,-1
facilitation,acgam,E3R18,32,E3R18,glu__L,1
facilitation,acgam,E3R18,32,E3M18,glyclt,1
facilitation,acgam,E3R18,32,E3R18,glyclt,-1
facilitation,acgam,E3R18,32,E3M18,gthox,1
facilitation,acgam,E3R18,32,E3R18,gthox,-1
facilitation,acgam,E3R18,32,E3M18,gthrd,-1
facilitation,acgam,E3R18,32,E3R18,gthrd,1
facilitation,acgam,E3R18,32,E3M18,h2o2,-1
facilitation,acgam,E3R18,32,E3R18,h2o2,1
facilitation,acgam,E3R18,32,E3M18,h2s,-1
facilitation,acgam,E3R18,32,E3R18,h2s,1
facilitation,acgam,E3R18,32,G3M19,h2s,-1
facilitation,acgam,E3R18,32,E3M18,his__L,-1
facilitation,acgam,E3R18,32,E3R18,his__L,1
facilitation,acgam,E3R18,32,E3M18,ile__L,1
facilitation,acgam,E3R18,32,G3M19,ile__L,-1
facilitation,acgam,E3R18,32,E3M18,lys__L,-1
facilitation,acgam,E3R18,32,G3M19,lys__L,1
facilitation,acgam,E3R18,32,E3M18,orn,1
facilitation,acgam,E3R18,32,G3M19,orn,-1
facilitation,acgam,E3R18,32,E3M18,pro__L,1
facilitation,acgam,E3R18,32,E3R18,pro__L,-1
facilitation,acgam,E3R18,32,E3M18,pyr,1
facilitation,acgam,E3R18,32,E3R18,pyr,-1
facilitation,acgam,E3R18,32,G3M19,pyr,1
facilitation,acgam,E3R18,32,E3M18,val__L,1
facilitation,acgam,E3R18,32,G3M19,val__L,-1
facilitation,acgam,E3R18,33,C3R17,ac,-1
facilitation,acgam,E3R18,33,E3R18,ac,1
facilitation,acgam,E3R18,33,G3M19,ac,1
facilitation,acgam,E3R18,33,C3R17,acald,1
facilitation,acgam,E3R18,33,E3R18,acald,1
facilitation,acgam,E3R18,33,G3M19,acald,-1
facilitation,acgam,E3R18,33,G3M19,acgam,-1
facilitation,acgam,E3R18,33,C3R17,ala__D,-1
facilitation,acgam,E3R18,33,E3R18,ala__D,1
facilitation,acgam,E3R18,33,C3R17,ala__L,1
facilitation,acgam,E3R18,33,E3R18,ala__L,-1
facilitation,acgam,E3R18,33,E3R18,arg__L,-1
facilitation,acgam,E3R18,33,G3M19,arg__L,1
facilitation,acgam,E3R18,33,C3R17,asp__L,1
facilitation,acgam,E3R18,33,E3R18,asp__L,-1
facilitation,acgam,E3R18,33,C3R17,co2,1
facilitation,acgam,E3R18,33,E3R18,co2,-1
facilitation,acgam,E3R18,33,G3M19,co2,-1
facilitation,acgam,E3R18,33,C3R17,etoh,1
facilitation,acgam,E3R18,33,E3R18,etoh,-1
facilitation,acgam,E3R18,33,G3M19,etoh,1
facilitation,acgam,E3R18,33,C3R17,glcur,-1
facilitation,acgam,E3R18,33,G3M19,glcur,1
facilitation,acgam,E3R18,33,C3R17,glu__L,-1
facilitation,acgam,E3R18,33,E3R18,glu__L,1
facilitation,acgam,E3R18,33,C3R17,gly,-1
facilitation,acgam,E3R18,33,E3R18,gly,1
facilitation,acgam,E3R18,33,C3R17,h2s,-1
facilitation,acgam,E3R18,33,E3R18,h2s,-1
facilitation,acgam,E3R18,33,G3M19,h2s,1
facilitation,acgam,E3R18,33,C3R17,ile__L,1
facilitation,acgam,E3R18,33,G3M19,ile__L,-1
facilitation,acgam,E3R18,33,C3R17,lys__L,1
facilitation,acgam,E3R18,33,G3M19,lys__L,-1
facilitation,acgam,E3R18,33,C3R17,pro__L,1
facilitation,acgam,E3R18,33,E3R18,pro__L,-1
facilitation,acgam,E3R18,33,G3M19,pro__L,-1
facilitation,acgam,E3R18,33,C3R17,pyr,1
facilitation,acgam,E3R18,33,E3R18,pyr,-1
facilitation,acgam,E3R18,33,G3M19,pyr,1
facilitation,acgam,E3R18,33,E3R18,rib__D,-1
facilitation,acgam,E3R18,33,G3M19,rib__D,1
facilitation,acgam,E3R18,33,C3R17,ser__D,1
facilitation,acgam,E3R18,33,E3R18,ser__D,-1
facilitation,acgam,E3R18,33,C3R17,val__L,1
facilitation,acgam,E3R18,33,E3R18,val__L,-1
facilitation,acgam,E3R18,33,G3M19,val__L,-1
facilitation,acgam,E3R18,34,E3R18,ac,1
facilitation,acgam,E3R18,34,G3M19,ac,-1
facilitation,acgam,E3R18,34,I2R16,ac,1
facilitation,acgam,E3R18,34,E3R18,acald,-1
facilitation,acgam,E3R18,34,G3M19,acald,1
facilitation,acgam,E3R18,34,I2R16,acald,-1
facilitation,acgam,E3R18,34,G3M19,acgam,-1
facilitation,acgam,E3R18,34,I2R16,acgam,-1
facilitation,acgam,E3R18,34,G3M19,ade,1
facilitation,acgam,E3R18,34,I2R16,ade,-1
facilitation,acgam,E3R18,34,E3R18,ala__D,-1
facilitation,acgam,E3R18,34,I2R16,ala__D,1
facilitation,acgam,E3R18,34,E3R18,ala__L,1
facilitation,acgam,E3R18,34,G3M19,ala__L,-1
facilitation,acgam,E3R18,34,I2R16,ala__L,-1
facilitation,acgam,E3R18,34,G3M19,arg__L,1
facilitation,acgam,E3R18,34,I2R16,arg__L,-1
facilitation,acgam,E3R18,34,E3R18,asp__L,-1
facilitation,acgam,E3R18,34,G3M19,asp__L,-1
facilitation,acgam,E3R18,34,I2R16,asp__L,1
facilitation,acgam,E3R18,34,E3R18,co2,-1
facilitation,acgam,E3R18,34,G3M19,co2,1
facilitation,acgam,E3R18,34,I2R16,co2,1
facilitation,acgam,E3R18,34,E3R18,etoh,-1
facilitation,acgam,E3R18,34,G3M19,etoh,-1
facilitation,acgam,E3R18,34,I2R16,etoh,1
facilitation,acgam,E3R18,34,G3M19,glcur,1
facilitation,acgam,E3R18,34,I2R16,glcur,-1
facilitation,acgam,E3R18,34,E3R18,glu__L,1
facilitation,acgam,E3R18,34,I2R16,glu__L,-1
facilitation,acgam,E3R18,34,E3R18,gly,1
facilitation,acgam,E3R18,34,G3M19,gly,-1
facilitation,acgam,E3R18,34,I2R16,gly,-1
facilitation,acgam,E3R18,34,E3R18,gthox,-1
facilitation,acgam,E3R18,34,I2R16,gthox,1
facilitation,acgam,E3R18,34,E3R18,gthrd,1
facilitation,acgam,E3R18,34,I2R16,gthrd,-1
facilitation,acgam,E3R18,34,E3R18,h2o2,1
facilitation,acgam,E3R18,34,I2R16,h2o2,-1
facilitation,acgam,E3R18,34,E3R18,h2s,-1
facilitation,acgam,E3R18,34,G3M19,h2s,1
facilitation,acgam,E3R18,34,I2R16,h2s,-1
facilitation,acgam,E3R18,34,G3M19,lys__L,-1
facilitation,acgam,E3R18,34,I2R16,lys__L,1
facilitation,acgam,E3R18,34,E3R18,pro__L,-1
facilitation,acgam,E3R18,34,G3M19,pro__L,-1
facilitation,acgam,E3R18,34,I2R16,pro__L,1
facilitation,acgam,E3R18,34,E3R18,pyr,-1
facilitation,acgam,E3R18,34,G3M19,pyr,1
facilitation,acgam,E3R18,34,I2R16,pyr,1
facilitation,acgam,E3R18,34,E3R18,rib__D,-1
facilitation,acgam,E3R18,34,G3M19,rib__D,1
facilitation,acgam,E3R18,34,E3R18,ser__D,-1
facilitation,acgam,E3R18,34,I2R16,ser__D,1
facilitation,acgam,E3R18,34,E3R18,xan,1
facilitation,acgam,E3R18,34,G3M19,xan,-1
facilitation,acgam,E3R18,35,A3R12,5dglcn,-1
facilitation,acgam,E3R18,35,E3R18,5dglcn,1
facilitation,acgam,E3R18,35,A3R12,ac,1
facilitation,acgam,E3R18,35,D2M19,ac,1
facilitation,acgam,E3R18,35,E3R18,ac,1
facilitation,acgam,E3R18,35,m_6D02,ac,-1
facilitation,acgam,E3R18,35,A3R12,acald,1
facilitation,acgam,E3R18,35,D2M19,acald,-1
facilitation,acgam,E3R18,35,E3R18,acald,-1
facilitation,acgam,E3R18,35,m_6D02,acald,1
facilitation,acgam,E3R18,35,A3R12,acgam,-1
facilitation,acgam,E3R18,35,D2M19,acgam,-1
facilitation,acgam,E3R18,35,A3R12,ade,-1
