substrate,focal_strain,solution,species,metabolite,flux
f6p,C1R06,2,C1R06,succ,-1
f6p,C1R06,2,m_3C02,succ,1
f6p,C1R06,2,C1R06,ura,-1
f6p,C1R06,2,m_3C02,ura,1
f6p,C1R06,2,C1R06,val__L,-1
f6p,C1R06,2,m_3C02,val__L,1
f6p,C1R06,3,C1R06,ac,-1
f6p,C1R06,3,G2R10,ac,1
f6p,C1R06,3,C1R06,acald,1
f6p,C1R06,3,G2R10,acald,-1
f6p,C1R06,3,C1R06,ala__D,1
f6p,C1R06,3,G2R10,ala__D,-1
f6p,C1R06,3,C1R06,ala__L,-1
f6p,C1R06,3,G2R10,ala__L,1
f6p,C1R06,3,C1R06,arg__L,-1
f6p,C1R06,3,G2R10,arg__L,1
f6p,C1R06,3,C1R06,asp__L,1
f6p,C1R06,3,G2R10,asp__L,-1
f6p,C1R06,3,C1R06,co2,-1
f6p,C1R06,3,G2R10,co2,1
f6p,C1R06,3,C1R06,etoh,-1
f6p,C1R06,3,G2R10,etoh,1
f6p,C1R06,3,G2R10,f6p,-1
f6p,C1R06,3,C1R06,fum,-1
f6p,C1R06,3,G2R10,fum,1
f6p,C1R06,3,C1R06,glu__L,-1
f6p,C1R06,3,G2R10,glu__L,1
f6p,C1R06,3,C1R06,gly,1
f6p,C1R06,3,G2R10,gly,-1
f6p,C1R06,3,C1R06,gua,-1
f6p,C1R06,3,G2R10,gua,1
f6p,C1R06,3,C1R06,h2s,1
f6p,C1R06,3,G2R10,h2s,-1
f6p,C1R06,3,C1R06,ile__L,1
f6p,C1R06,3,G2R10,ile__L,-1
f6p,C1R06,3,C1R06,leu__L,1
f6p,C1R06,3,G2R10,leu__L,-1
f6p,C1R06,3,C1R06,mal__L,-1
f6p,C1R06,3,G2R10,mal__L,1
f6p,C1R06,3,C1R06,orn,1
f6p,C1R06,3,G2R10,orn,-1
f6p,C1R06,3,C1R06,pro__L,1
f6p,C1R06,3,G2R10,pro__L,-1
f6p,C1R06,3,C1R06,pyr,1
f6p,C1R06,3,G2R10,pyr,-1
f6p,C1R06,3,C1R06,ser__D,-1
f6p,C1R06,3,G2R10,ser__D,1
f6p,C1R06,3,C1R06,succ,1
f6p,C1R06,3,G2R10,succ,-1
f6p,C1R06,3,C1R06,ura,-1
f6p,C1R06,3,G2R10,ura,1
f6p,C1R06,3,C1R06,val__L,1
f6p,C1R06,3,G2R10,val__L,-1
f6p,C1R06,4,C1R06,ac,1
f6p,C1R06,4,m_1A01,ac,-1
f6p,C1R06,4,C1R06,acald,-1
f6p,C1R06,4,m_1A01,acald,1
f6p,C1R06,4,C1R06,ala__D,-1
f6p,C1R06,4,m_1A01,ala__D,1
f6p,C1R06,4,C1R06,ala__L,1
f6p,C1R06,4,m_1A01,ala__L,-1
f6p,C1R06,4,C1R06,arg__L,-1
f6p,C1R06,4,m_1A01,arg__L,1
f6p,C1R06,4,C1R06,asp__L,1
f6p,C1R06,4,m_1A01,asp__L,-1
f6p,C1R06,4,C1R06,co2,-1
f6p,C1R06,4,m_1A01,co2,1
f6p,C1R06,4,C1R06,etoh,-1
f6p,C1R06,4,m_1A01,etoh,1
f6p,C1R06,4,m_1A01,f6p,-1
f6p,C1R06,4,C1R06,fum,1
f6p,C1R06,4,m_1A01,fum,-1
f6p,C1R06,4,C1R06,glu__L,-1
f6p,C1R06,4,m_1A01,glu__L,1
f6p,C1R06,4,C1R06,gly,1
f6p,C1R06,4,m_1A01,gly,-1
f6p,C1R06,4,C1R06,h2s,-1
f6p,C1R06,4,m_1A01,h2s,1
f6p,C1R06,4,C1R06,ile__L,1
f6p,C1R06,4,m_1A01,ile__L,-1
f6p,C1R06,4,C1R06,leu__L,-1
f6p,C1R06,4,m_1A01,leu__L,1
f6p,C1R06,4,C1R06,lys__L,-1
f6p,C1R06,4,m_1A01,lys__L,1
f6p,C1R06,4,C1R06,mal__L,-1
f6p,C1R06,4,m_1A01,mal__L,1
f6p,C1R06,4,C1R06,pro__L,-1
f6p,C1R06,4,m_1A01,pro__L,1
f6p,C1R06,4,C1R06,pyr,-1
f6p,C1R06,4,m_1A01,pyr,1
f6p,C1R06,4,C1R06,succ,1
f6p,C1R06,4,m_1A01,succ,-1
f6p,C1R06,4,C1R06,ura,-1
f6p,C1R06,4,m_1A01,ura,1
f6p,C1R06,4,C1R06,val__L,-1
f6p,C1R06,4,m_1A01,val__L,1
f6p,C2M11,1,C2M11,ac,-1
f6p,C2M11,1,G2R10,ac,1
f6p,C2M11,1,C2M11,acald,1
f6p,C2M11,1,G2R10,acald,-1
f6p,C2M11,1,C2M11,ala__D,1
f6p,C2M11,1,G2R10,ala__D,-1
f6p,C2M11,1,C2M11,ala__L,1
f6p,C2M11,1,G2R10,ala__L,-1
f6p,C2M11,1,C2M11,asp__L,-1
f6p,C2M11,1,G2R10,asp__L,1
f6p,C2M11,1,C2M11,co2,1
f6p,C2M11,1,G2R10,co2,-1
f6p,C2M11,1,C2M11,etoh,-1
f6p,C2M11,1,G2R10,etoh,1
f6p,C2M11,1,G2R10,f6p,-1
f6p,C2M11,1,C2M11,fum,-1
f6p,C2M11,1,G2R10,fum,1
f6p,C2M11,1,C2M11,glu__L,-1
f6p,C2M11,1,G2R10,glu__L,1
f6p,C2M11,1,C2M11,gly,1
f6p,C2M11,1,G2R10,gly,-1
f6p,C2M11,1,C2M11,h2s,1
f6p,C2M11,1,G2R10,h2s,-1
f6p,C2M11,1,C2M11,lac__D,-1
f6p,C2M11,1,G2R10,lac__D,1
f6p,C2M11,1,C2M11,leu__L,-1
f6p,C2M11,1,G2R10,leu__L,1
f6p,C2M11,1,C2M11,lys__L,1
f6p,C2M11,1,G2R10,lys__L,-1
f6p,C2M11,1,C2M11,mal__L,1
f6p,C2M11,1,G2R10,mal__L,-1
f6p,C2M11,1,C2M11,phe__L,-1
f6p,C2M11,1,G2R10,phe__L,1
f6p,C2M11,1,C2M11,pro__L,1
f6p,C2M11,1,G2R10,pro__L,-1
f6p,C2M11,1,C2M11,pyr,-1
f6p,C2M11,1,G2R10,pyr,1
f6p,C2M11,1,C2M11,ser__D,1
f6p,C2M11,1,G2R10,ser__D,-1
f6p,C2M11,1,C2M11,ser__L,-1
f6p,C2M11,1,G2R10,ser__L,1
f6p,C2M11,1,C2M11,succ,1
f6p,C2M11,1,G2R10,succ,-1
f6p,C2M11,1,C2M11,thr__L,1
f6p,C2M11,1,G2R10,thr__L,-1
f6p,C2M11,1,C2M11,trp__L,-1
f6p,C2M11,1,G2R10,trp__L,1
f6p,C2M11,1,C2M11,tyr__L,-1
f6p,C2M11,1,G2R10,tyr__L,1
f6p,C2M11,1,C2M11,val__L,-1
f6p,C2M11,1,G2R10,val__L,1
f6p,C2M11,2,C2M11,ac,-1
f6p,C2M11,2,C3R12,ac,1
f6p,C2M11,2,C2M11,acald,-1
f6p,C2M11,2,C3R12,acald,1
f6p,C2M11,2,C2M11,ade,-1
f6p,C2M11,2,C3R12,ade,1
f6p,C2M11,2,C2M11,ala__D,1
f6p,C2M11,2,C3R12,ala__D,-1
f6p,C2M11,2,C2M11,ala__L,-1
f6p,C2M11,2,C3R12,ala__L,1
f6p,C2M11,2,C2M11,arg__L,-1
f6p,C2M11,2,C3R12,arg__L,1
f6p,C2M11,2,C2M11,asp__L,1
f6p,C2M11,2,C3R12,asp__L,-1
f6p,C2M11,2,C2M11,co2,1
f6p,C2M11,2,C3R12,co2,-1
f6p,C2M11,2,C2M11,etoh,1
f6p,C2M11,2,C3R12,etoh,-1
f6p,C2M11,2,C3R12,f6p,-1
f6p,C2M11,2,C2M11,fum,-1
f6p,C2M11,2,C3R12,fum,1
f6p,C2M11,2,C2M11,glu__L,1
f6p,C2M11,2,C3R12,glu__L,-1
f6p,C2M11,2,C2M11,gly,-1
f6p,C2M11,2,C3R12,gly,1
f6p,C2M11,2,C2M11,h2s,-1
f6p,C2M11,2,C3R12,h2s,1
f6p,C2M11,2,C2M11,mal__L,1
f6p,C2M11,2,C3R12,mal__L,-1
f6p,C2M11,2,C2M11,phe__L,-1
f6p,C2M11,2,C3R12,phe__L,1
f6p,C2M11,2,C2M11,pro__L,-1
f6p,C2M11,2,C3R12,pro__L,1
f6p,C2M11,2,C2M11,pyr,1
f6p,C2M11,2,C3R12,pyr,-1
f6p,C2M11,2,C2M11,succ,-1
f6p,C2M11,2,C3R12,succ,1
f6p,C2M11,2,C2M11,thr__L,-1
f6p,C2M11,2,C3R12,thr__L,1
f6p,C2M11,2,C2M11,tyr__L,-1
f6p,C2M11,2,C3R12,tyr__L,1
f6p,C2M11,3,C2M11,ac,-1
f6p,C2M11,3,m_3C02,ac,1
f6p,C2M11,3,C2M11,acald,-1
f6p,C2M11,3,m_3C02,acald,1
f6p,C2M11,3,C2M11,ala__D,1
f6p,C2M11,3,m_3C02,ala__D,-1
f6p,C2M11,3,C2M11,ala__L,-1
f6p,C2M11,3,m_3C02,ala__L,1
f6p,C2M11,3,C2M11,arg__L,-1
f6p,C2M11,3,m_3C02,arg__L,1
f6p,C2M11,3,C2M11,asp__L,1
f6p,C2M11,3,m_3C02,asp__L,-1
f6p,C2M11,3,C2M11,co2,1
f6p,C2M11,3,m_3C02,co2,-1
f6p,C2M11,3,C2M11,etoh,1
f6p,C2M11,3,m_3C02,etoh,-1
f6p,C2M11,3,m_3C02,f6p,-1
f6p,C2M11,3,C2M11,fum,-1
f6p,C2M11,3,m_3C02,fum,1
f6p,C2M11,3,C2M11,glu__L,1
f6p,C2M11,3,m_3C02,glu__L,-1
f6p,C2M11,3,C2M11,gly,-1
f6p,C2M11,3,m_3C02,gly,1
f6p,C2M11,3,C2M11,h2s,1
f6p,C2M11,3,m_3C02,h2s,-1
f6p,C2M11,3,C2M11,leu__L,-1
f6p,C2M11,3,m_3C02,leu__L,1
f6p,C2M11,3,C2M11,lys__L,1
f6p,C2M11,3,m_3C02,lys__L,-1
f6p,C2M11,3,C2M11,mal__L,-1
f6p,C2M11,3,m_3C02,mal__L,1
f6p,C2M11,3,C2M11,phe__L,-1
f6p,C2M11,3,m_3C02,phe__L,1
f6p,C2M11,3,C2M11,pro__L,1
f6p,C2M11,3,m_3C02,pro__L,-1
f6p,C2M11,3,C2M11,pyr,1
f6p,C2M11,3,m_3C02,pyr,-1
f6p,C2M11,3,C2M11,ser__D,1
f6p,C2M11,3,m_3C02,ser__D,-1
f6p,C2M11,3,C2M11,ser__L,-1
f6p,C2M11,3,m_3C02,ser__L,1
f6p,C2M11,3,C2M11,succ,-1
f6p,C2M11,3,m_3C02,succ,1
f6p,C2M11,3,C2M11,thr__L,1
f6p,C2M11,3,m_3C02,thr__L,-1
f6p,C2M11,3,C2M11,trp__L,-1
f6p,C2M11,3,m_3C02,trp__L,1
f6p,C2M11,3,C2M11,tyr__L,-1
f6p,C2M11,3,m_3C02,tyr__L,1
f6p,C2M11,4,C2M11,ac,1
f6p,C2M11,4,m_1A01,ac,-1
f6p,C2M11,4,C2M11,acald,1
f6p,C2M11,4,m_1A01,acald,-1
f6p,C2M11,4,C2M11,ala__D,1
f6p,C2M11,4,m_1A01,ala__D,-1
f6p,C2M11,4,C2M11,ala__L,1
f6p,C2M11,4,m_1A01,ala__L,-1
f6p,C2M11,4,C2M11,arg__L,-1
f6p,C2M11,4,m_1A01,arg__L,1
f6p,C2M11,4,C2M11,asp__L,-1
f6p,C2M11,4,m_1A01,asp__L,1
f6p,C2M11,4,C2M11,co2,1
f6p,C2M11,4,m_1A01,co2,-1
f6p,C2M11,4,C2M11,etoh,-1
f6p,C2M11,4,m_1A01,etoh,1
f6p,C2M11,4,m_1A01,f6p,-1
f6p,C2M11,4,C2M11,fum,-1
f6p,C2M11,4,m_1A01,fum,1
f6p,C2M11,4,C2M11,glu__L,1
f6p,C2M11,4,m_1A01,glu__L,-1
f6p,C2M11,4,C2M11,gly,1
f6p,C2M11,4,m_1A01,gly,-1
f6p,C2M11,4,C2M11,h2s,1
f6p,C2M11,4,m_1A01,h2s,-1
f6p,C2M11,4,C2M11,indole,1
f6p,C2M11,4,m_1A01,indole,-1
f6p,C2M11,4,C2M11,leu__L,-1
f6p,C2M11,4,m_1A01,leu__L,1
f6p,C2M11,4,C2M11,mal__L,1
f6p,C2M11,4,m_1A01,mal__L,-1
f6p,C2M11,4,C2M11,phe__L,1
f6p,C2M11,4,m_1A01,phe__L,-1
f6p,C2M11,4,C2M11,pro__L,1
f6p,C2M11,4,m_1A01,pro__L,-1
f6p,C2M11,4,C2M11,pyr,-1
f6p,C2M11,4,m_1A01,pyr,1
f6p,C2M11,4,C2M11,ser__L,-1
f6p,C2M11,4,m_1A01,ser__L,1
f6p,C2M11,4,C2M11,succ,-1
f6p,C2M11,4,m_1A01,succ,1
f6p,C2M11,4,C2M11,thr__L,1
f6p,C2M11,4,m_1A01,thr__L,-1
f6p,C2M11,4,C2M11,trp__L,-1
f6p,C2M11,4,m_1A01,trp__L,1
f6p,C2M11,4,C2M11,tyr__L,1
f6p,C2M11,4,m_1A01,tyr__L,-1
f6p,C2R02,1,C2R02,ac,-1
f6p,C2R02,1,G2R10,ac,1
f6p,C2R02,1,C2R02,acald,-1
f6p,C2R02,1,G2R10,acald,1
f6p,C2R02,1,C2R02,ala__D,-1
f6p,C2R02,1,G2R10,ala__D,1
f6p,C2R02,1,C2R02,ala__L,-1
f6p,C2R02,1,G2R10,ala__L,1
f6p,C2R02,1,C2R02,arg__L,-1
f6p,C2R02,1,G2R10,arg__L,1
f6p,C2R02,1,C2R02,asp__L,1
f6p,C2R02,1,G2R10,asp__L,-1
f6p,C2R02,1,C2R02,co2,1
f6p,C2R02,1,G2R10,co2,-1
f6p,C2R02,1,C2R02,etoh,1
f6p,C2R02,1,G2R10,etoh,-1
f6p,C2R02,1,G2R10,f6p,-1
f6p,C2R02,1,C2R02,glu__L,-1
f6p,C2R02,1,G2R10,glu__L,1
f6p,C2R02,1,C2R02,gly,1
f6p,C2R02,1,G2R10,gly,-1
f6p,C2R02,1,C2R02,h2s,1
f6p,C2R02,1,G2R10,h2s,-1
f6p,C2R02,1,C2R02,ile__L,1
f6p,C2R02,1,G2R10,ile__L,-1
f6p,C2R02,1,C2R02,leu__L,-1
f6p,C2R02,1,G2R10,leu__L,1
f6p,C2R02,1,C2R02,pro__L,1
f6p,C2R02,1,G2R10,pro__L,-1
f6p,C2R02,1,C2R02,pyr,1
f6p,C2R02,1,G2R10,pyr,-1
f6p,C2R02,1,C2R02,ser__L,-1
f6p,C2R02,1,G2R10,ser__L,1
f6p,C2R02,1,C2R02,succ,-1
f6p,C2R02,1,G2R10,succ,1
f6p,C2R02,1,C2R02,thr__L,1
f6p,C2R02,1,G2R10,thr__L,-1
f6p,C2R02,1,C2R02,tyr__L,-1
f6p,C2R02,1,G2R10,tyr__L,1
f6p,C2R02,1,C2R02,val__L,1
f6p,C2R02,1,G2R10,val__L,-1
f6p,C2R02,2,C2R02,ac,-1
f6p,C2R02,2,C3R12,ac,1
f6p,C2R02,2,C2R02,acald,1
f6p,C2R02,2,C3R12,acald,-1
f6p,C2R02,2,C2R02,ala__D,-1
f6p,C2R02,2,C3R12,ala__D,1
f6p,C2R02,2,C2R02,ala__L,1
f6p,C2R02,2,C3R12,ala__L,-1
f6p,C2R02,2,C2R02,arg__L,-1
f6p,C2R02,2,C3R12,arg__L,1
f6p,C2R02,2,C2R02,asp__L,-1
f6p,C2R02,2,C3R12,asp__L,1
f6p,C2R02,2,C2R02,co2,1
f6p,C2R02,2,C3R12,co2,-1
f6p,C2R02,2,C2R02,etoh,1
f6p,C2R02,2,C3R12,etoh,-1
f6p,C2R02,2,C3R12,f6p,-1
f6p,C2R02,2,C2R02,glu__L,1
f6p,C2R02,2,C3R12,glu__L,-1
f6p,C2R02,2,C2R02,gly,1
f6p,C2R02,2,C3R12,gly,-1
f6p,C2R02,2,C2R02,glyc,-1
f6p,C2R02,2,C3R12,glyc,1
f6p,C2R02,2,C2R02,h2s,-1
f6p,C2R02,2,C3R12,h2s,1
f6p,C2R02,2,C2R02,ile__L,1
f6p,C2R02,2,C3R12,ile__L,-1
f6p,C2R02,2,C2R02,leu__L,-1
f6p,C2R02,2,C3R12,leu__L,1
f6p,C2R02,2,C2R02,lys__L,-1
f6p,C2R02,2,C3R12,lys__L,1
f6p,C2R02,2,C2R02,pro__L,-1
f6p,C2R02,2,C3R12,pro__L,1
f6p,C2R02,2,C2R02,pyr,-1
f6p,C2R02,2,C3R12,pyr,1
f6p,C2R02,2,C2R02,ser__L,-1
f6p,C2R02,2,C3R12,ser__L,1
f6p,C2R02,2,C2R02,thr__L,-1
f6p,C2R02,2,C3R12,thr__L,1
f6p,C2R02,2,C2R02,tyr__L,-1
f6p,C2R02,2,C3R12,tyr__L,1
f6p,C2R02,2,C2R02,val__L,-1
f6p,C2R02,2,C3R12,val__L,1
f6p,C2R02,3,C2R02,ac,-1
f6p,C2R02,3,m_3C02,ac,1
f6p,C2R02,3,C2R02,acald,1
f6p,C2R02,3,m_3C02,acald,-1
f6p,C2R02,3,C2R02,ala__D,-1
f6p,C2R02,3,m_3C02,ala__D,1
f6p,C2R02,3,C2R02,ala__L,1
f6p,C2R02,3,m_3C02,ala__L,-1
f6p,C2R02,3,C2R02,arg__L,-1
f6p,C2R02,3,m_3C02,arg__L,1
f6p,C2R02,3,C2R02,asp__L,-1
f6p,C2R02,3,m_3C02,asp__L,1
f6p,C2R02,3,C2R02,co2,1
f6p,C2R02,3,m_3C02,co2,-1
f6p,C2R02,3,C2R02,etoh,1
f6p,C2R02,3,m_3C02,etoh,-1
f6p,C2R02,3,m_3C02,f6p,-1
f6p,C2R02,3,C2R02,glu__L,1
f6p,C2R02,3,m_3C02,glu__L,-1
f6p,C2R02,3,C2R02,gly,-1
f6p,C2R02,3,m_3C02,gly,1
f6p,C2R02,3,C2R02,h2s,-1
f6p,C2R02,3,m_3C02,h2s,1
f6p,C2R02,3,C2R02,ile__L,-1
f6p,C2R02,3,m_3C02,ile__L,1
f6p,C2R02,3,C2R02,leu__L,-1
f6p,C2R02,3,m_3C02,leu__L,1
f6p,C2R02,3,C2R02,lys__L,-1
f6p,C2R02,3,m_3C02,lys__L,1
f6p,C2R02,3,C2R02,pro__L,-1
f6p,C2R02,3,m_3C02,pro__L,1
f6p,C2R02,3,C2R02,pyr,1
f6p,C2R02,3,m_3C02,pyr,-1
f6p,C2R02,3,C2R02,thr__L,-1
f6p,C2R02,3,m_3C02,thr__L,1
f6p,C2R02,3,C2R02,tyr__L,-1
f6p,C2R02,3,m_3C02,tyr__L,1
f6p,C2R02,3,C2R02,val__L,-1
f6p,C2R02,3,m_3C02,val__L,1
f6p,C2R02,4,C2R02,ac,-1
f6p,C2R02,4,m_1A01,ac,1
f6p,C2R02,4,C2R02,acald,-1
f6p,C2R02,4,m_1A01,acald,1
f6p,C2R02,4,C2R02,ade,-1
f6p,C2R02,4,m_1A01,ade,1
f6p,C2R02,4,C2R02,ala__D,1
f6p,C2R02,4,m_1A01,ala__D,-1
f6p,C2R02,4,C2R02,ala__L,1
f6p,C2R02,4,m_1A01,ala__L,-1
f6p,C2R02,4,C2R02,arg__L,-1
f6p,C2R02,4,m_1A01,arg__L,1
f6p,C2R02,4,C2R02,asp__L,-1
f6p,C2R02,4,m_1A01,asp__L,1
f6p,C2R02,4,C2R02,co2,1
f6p,C2R02,4,m_1A01,co2,-1
f6p,C2R02,4,C2R02,etoh,1
f6p,C2R02,4,m_1A01,etoh,-1
f6p,C2R02,4,m_1A01,f6p,-1
f6p,C2R02,4,C2R02,glu__L,1
f6p,C2R02,4,m_1A01,glu__L,-1
f6p,C2R02,4,C2R02,gly,-1
f6p,C2R02,4,m_1A01,gly,1
f6p,C2R02,4,C2R02,h2s,-1
f6p,C2R02,4,m_1A01,h2s,1
f6p,C2R02,4,C2R02,ile__L,-1
f6p,C2R02,4,m_1A01,ile__L,1
f6p,C2R02,4,C2R02,leu__L,-1
f6p,C2R02,4,m_1A01,leu__L,1
f6p,C2R02,4,C2R02,lys__L,-1
f6p,C2R02,4,m_1A01,lys__L,1
f6p,C2R02,4,C2R02,pro__L,-1
f6p,C2R02,4,m_1A01,pro__L,1
f6p,C2R02,4,C2R02,pyr,-1
f6p,C2R02,4,m_1A01,pyr,1
f6p,C2R02,4,C2R02,thr__L,-1
f6p,C2R02,4,m_1A01,thr__L,1
f6p,C2R02,4,C2R02,tyr__L,-1
f6p,C2R02,4,m_1A01,tyr__L,1
f6p,C2R02,4,C2R02,val__L,-1
f6p,C2R02,4,m_1A01,val__L,1
f6p,C3M06,1,C3M06,ac,1
f6p,C3M06,1,m_1A01,ac,-1
f6p,C3M06,1,C3M06,acald,-1
f6p,C3M06,1,m_1A01,acald,1
f6p,C3M06,1,C3M06,arg__L,-1
f6p,C3M06,1,m_1A01,arg__L,1
f6p,C3M06,1,C3M06,asp__L,1
f6p,C3M06,1,m_1A01,asp__L,-1
f6p,C3M06,1,C3M06,cgly,1
f6p,C3M06,1,m_1A01,cgly,-1
f6p,C3M06,1,C3M06,co2,1
f6p,C3M06,1,m_1A01,co2,-1
f6p,C3M06,1,C3M06,etoh,1
f6p,C3M06,1,m_1A01,etoh,-1
f6p,C3M06,1,m_1A01,f6p,-1
f6p,C3M06,1,C3M06,fum,1
f6p,C3M06,1,m_1A01,fum,-1
f6p,C3M06,1,C3M06,glu__L,1
f6p,C3M06,1,m_1A01,glu__L,-1
f6p,C3M06,1,C3M06,gthrd,-1
f6p,C3M06,1,m_1A01,gthrd,1
f6p,C3M06,1,C3M06,h2s,-1
f6p,C3M06,1,m_1A01,h2s,1
f6p,C3M06,1,C3M06,ile__L,-1
f6p,C3M06,1,m_1A01,ile__L,1
f6p,C3M06,1,C3M06,mal__L,-1
f6p,C3M06,1,m_1A01,mal__L,1
f6p,C3M06,1,C3M06,pyr,-1
f6p,C3M06,1,m_1A01,pyr,1
f6p,C3M06,1,C3M06,succ,-1
f6p,C3M06,1,m_1A01,succ,1
f6p,C3M06,1,C3M06,thr__L,-1
f6p,C3M06,1,m_1A01,thr__L,1
f6p,C3M06,2,C3M06,ac,-1
f6p,C3M06,2,C3R12,ac,1
f6p,C3M06,2,C3M06,acald,-1
f6p,C3M06,2,C3R12,acald,1
f6p,C3M06,2,C3M06,ala__L,-1
f6p,C3M06,2,C3R12,ala__L,1
f6p,C3M06,2,C3M06,arg__L,-1
f6p,C3M06,2,C3R12,arg__L,1
f6p,C3M06,2,C3M06,asp__L,1
f6p,C3M06,2,C3R12,asp__L,-1
f6p,C3M06,2,C3M06,co2,-1
f6p,C3M06,2,C3R12,co2,1
f6p,C3M06,2,C3M06,etoh,1
f6p,C3M06,2,C3R12,etoh,-1
f6p,C3M06,2,C3R12,f6p,-1
f6p,C3M06,2,C3M06,fum,-1
f6p,C3M06,2,C3R12,fum,1
f6p,C3M06,2,C3M06,glu__L,-1
f6p,C3M06,2,C3R12,glu__L,1
f6p,C3M06,2,C3M06,h2s,-1
f6p,C3M06,2,C3R12,h2s,1
f6p,C3M06,2,C3M06,lys__L,-1
f6p,C3M06,2,C3R12,lys__L,1
f6p,C3M06,2,C3M06,mal__L,1
f6p,C3M06,2,C3R12,mal__L,-1
f6p,C3M06,2,C3M06,pyr,1
f6p,C3M06,2,C3R12,pyr,-1
f6p,C3M06,2,C3M06,succ,-1
f6p,C3M06,2,C3R12,succ,1
f6p,C3M06,2,C3M06,thr__L,-1
f6p,C3M06,2,C3R12,thr__L,1
f6p,C3M06,3,C3M06,ac,1
f6p,C3M06,3,G2R10,ac,-1
f6p,C3M06,3,C3M06,acald,-1
f6p,C3M06,3,G2R10,acald,1
f6p,C3M06,3,C3M06,ala__L,-1
f6p,C3M06,3,G2R10,ala__L,1
f6p,C3M06,3,C3M06,arg__L,-1
f6p,C3M06,3,G2R10,arg__L,1
f6p,C3M06,3,C3M06,asp__L,1
f6p,C3M06,3,G2R10,asp__L,-1
f6p,C3M06,3,C3M06,cgly,1
f6p,C3M06,3,G2R10,cgly,-1
f6p,C3M06,3,C3M06,co2,-1
f6p,C3M06,3,G2R10,co2,1
f6p,C3M06,3,C3M06,etoh,1
f6p,C3M06,3,G2R10,etoh,-1
f6p,C3M06,3,G2R10,f6p,-1
f6p,C3M06,3,C3M06,fum,1
f6p,C3M06,3,G2R10,fum,-1
f6p,C3M06,3,C3M06,glu__L,1
f6p,C3M06,3,G2R10,glu__L,-1
f6p,C3M06,3,C3M06,gthrd,-1
f6p,C3M06,3,G2R10,gthrd,1
f6p,C3M06,3,C3M06,h2s,1
f6p,C3M06,3,G2R10,h2s,-1
f6p,C3M06,3,C3M06,mal__L,-1
f6p,C3M06,3,G2R10,mal__L,1
f6p,C3M06,3,C3M06,pyr,1
f6p,C3M06,3,G2R10,pyr,-1
f6p,C3M06,3,C3M06,succ,-1
f6p,C3M06,3,G2R10,succ,1
f6p,C3M06,4,C3M06,ac,-1
f6p,C3M06,4,m_3C02,ac,1
f6p,C3M06,4,C3M06,acald,-1
f6p,C3M06,4,m_3C02,acald,1
f6p,C3M06,4,C3M06,ala__L,-1
f6p,C3M06,4,m_3C02,ala__L,1
f6p,C3M06,4,C3M06,arg__L,-1
f6p,C3M06,4,m_3C02,arg__L,1
f6p,C3M06,4,C3M06,asp__L,1
f6p,C3M06,4,m_3C02,asp__L,-1
f6p,C3M06,4,C3M06,cgly,-1
f6p,C3M06,4,m_3C02,cgly,1
f6p,C3M06,4,C3M06,co2,-1
f6p,C3M06,4,m_3C02,co2,1
f6p,C3M06,4,C3M06,etoh,1
f6p,C3M06,4,m_3C02,etoh,-1
f6p,C3M06,4,m_3C02,f6p,-1
f6p,C3M06,4,C3M06,fum,-1
f6p,C3M06,4,m_3C02,fum,1
f6p,C3M06,4,C3M06,glu__L,-1
f6p,C3M06,4,m_3C02,glu__L,1
f6p,C3M06,4,C3M06,gthrd,1
f6p,C3M06,4,m_3C02,gthrd,-1
f6p,C3M06,4,C3M06,h2s,1
f6p,C3M06,4,m_3C02,h2s,-1
f6p,C3M06,4,C3M06,mal__L,-1
f6p,C3M06,4,m_3C02,mal__L,1
f6p,C3M06,4,C3M06,pyr,1
f6p,C3M06,4,m_3C02,pyr,-1
f6p,C3R12,1,C3R12,co2,1
f6p,C3R12,1,C3R12,f6p,-1
f6p,C3R17,1,C3R12,ac,1
f6p,C3R17,1,C3R17,ac,-1
f6p,C3R17,1,C3R12,acald,-1
f6p,C3R17,1,C3R17,acald,1
f6p,C3R17,1,C3R12,ala__D,-1
f6p,C3R17,1,C3R17,ala__D,1
f6p,C3R17,1,C3R12,ala__L,1
f6p,C3R17,1,C3R17,ala__L,-1
f6p,C3R17,1,C3R12,arg__L,1
f6p,C3R17,1,C3R17,arg__L,-1
f6p,C3R17,1,C3R12,asp__L,-1
f6p,C3R17,1,C3R17,asp__L,1
f6p,C3R17,1,C3R12,co2,-1
f6p,C3R17,1,C3R17,co2,1
f6p,C3R17,1,C3R12,cys__L,-1
f6p,C3R17,1,C3R17,cys__L,1
f6p,C3R17,1,C3R12,etoh,1
f6p,C3R17,1,C3R17,etoh,-1
f6p,C3R17,1,C3R12,f6p,-1
f6p,C3R17,1,C3R12,glu__L,1
f6p,C3R17,1,C3R17,glu__L,-1
f6p,C3R17,1,C3R12,gly,1
f6p,C3R17,1,C3R17,gly,-1
f6p,C3R17,1,C3R12,glyald,1
f6p,C3R17,1,C3R17,glyald,-1
f6p,C3R17,1,C3R12,glyc,-1
f6p,C3R17,1,C3R17,glyc,1
f6p,C3R17,1,C3R12,h2s,1
f6p,C3R17,1,C3R17,h2s,-1
f6p,C3R17,1,C3R12,ile__L,-1
f6p,C3R17,1,C3R17,ile__L,1
f6p,C3R17,1,C3R12,leu__L,1
f6p,C3R17,1,C3R17,leu__L,-1
